0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,class
0.3931782450855532,-0.9312433050843484,0.6326757273110162,0.8521089432593693,0.9399598710205432,1.6966331538128814,1.5687705191029753,1.4938638250827396,1.1141347150211365,1.4040502231029068,-0.5853845110836504,0.76553351884987,0.1583217682527622,-0.6947974748661907,-0.2483661025221892,1.1769758760978668,0.010677069273022291,-0.5147766262193987,1,0,0,0
-0.8087133482325956,-0.06723466827778328,0.8128799874116116,0.5524507494543127,1.3243199586302803,1.4109251013512036,1.3679047128563926,0.9178564619556404,1.3980762515154268,1.8089575933068247,-0.5853845110836504,-0.24632685598133716,1.0236307676411849,-0.6947974748661907,-0.2483661025221892,1.1769758760978668,0.4994573230298879,-0.16306965660836106,0,1,0,1
0.2214794460401034,-0.4128381230004093,0.5726076406108177,0.9120405820203804,1.132139914825412,0.8395089964278482,1.9705021315961408,1.6858662794584394,0.8301931785268458,1.4040502231029068,-1.453411927343815,-1.2581872308125444,2.754248766418029,1.843956536647199,-1.2621748078879678,-0.5913781925877821,-0.05914868126367279,-0.022386868763946008,0,0,1,2
0.7365758431764529,0.10556705908352974,0.4524714672104208,0.5524507494543127,0.5555997834108062,1.9823412062745591,1.7696363253495582,1.30186137070704,0.26231010553826484,2.2138649635107432,1.150670321436679,-0.24632685598133716,-0.7069872311356602,0.1514538623049393,-1.2621748078879678,1.1769758760978668,-0.8272319371673187,-1.2181905654414742,1,0,0,0
0.5648770441310029,-1.449648487168287,0.5726076406108177,1.81101516343555,1.132139914825412,0.8395089964278482,1.9705021315961408,2.4538760969612383,2.8177839339868798,-0.8229403130186409,1.150670321436679,-0.24632685598133716,-0.7069872311356602,0.9977051994760692,0.7654426028435892,-1.4755552269306067,-0.5479289350205384,2.2285377367466945,0,0,1,2
1.2516722403128022,-1.6224502145296005,0.0920629470092299,1.9308784409575728,0.3634197396059377,0.8395089964278482,2.773965356582472,3.0298834600883375,1.6820177880097174,-0.620486627916682,-0.5853845110836504,-0.24632685598133716,1.0236307676411849,0.9977051994760692,0.7654426028435892,-1.4755552269306067,-1.4556636919975745,2.5802447063577327,0,0,1,2
-0.2936169510962461,0.9695756958900948,0.9330161608120086,0.3127241944102675,1.5165000024351492,1.4109251013512036,1.16703890660981,0.3418490988285409,1.965959324504008,2.0114112784087843,0.2826429051765142,-0.24632685598133716,0.1583217682527622,0.1514538623049393,-0.2483661025221892,0.29279884175504234,-0.05914868126367279,-1.7105803228969267,1,0,0,0
-1.152110946323495,-0.5856398503617223,0.9330161608120086,1.0319038595424028,1.3243199586302803,1.9823412062745591,0.9661731003632272,1.877868733834139,0.8301931785268458,1.2015965380009483,0.2826429051765142,0.76553351884987,-0.7069872311356602,2.6902078738183293,-1.2621748078879678,-1.4755552269306067,0.15032857034641248,0.9623926461469594,1,0,0,0
-0.4653157501416959,1.142377423251408,-1.3495711337955334,-1.4852249684200716,-1.174020610833011,-1.446155423265574,-1.4442165745957645,-1.3861729905527571,-1.4413391134274782,-1.2278476832225589,-0.5853845110836504,-1.2581872308125444,-1.5722962305240824,-1.5410488120373207,-1.2621748078879678,-0.5913781925877821,0.0805028198097174,-0.09272826268615354,0,0,1,2
1.4233710393582522,0.4511705138061558,-1.4697073071959303,-1.4852249684200716,-1.366200654637879,-1.446155423265574,-1.2433507683491818,-1.3861729905527571,-1.4413391134274782,-1.2278476832225589,-1.453411927343815,-1.2581872308125444,-0.7069872311356602,-1.5410488120373207,-1.2621748078879678,-0.5913781925877821,-0.05914868126367279,-0.30375244445277616,0,0,1,2
